paper_id,title,first_author,publication_year,journal,doi,abstract_or_summary,source_api,is_open_access,has_abstract,has_fulltext,document_type,retrieval_query,retrieval_date,screening_status,screening_notes,relevance_score,extractability_score,priority_score,likely_ni_based,likely_contains_conditions,likely_contains_performance,exclude_reason,final_priority_label
paper_0018,Simulation of Properties of a Rectangular Wall Reactor. Steam reforming and combustion of methane.,Fukuhara,1993,KAGAKU KOGAKU RONBUNSHU,10.1252/kakoronbunshu.19.295,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,55,50,53.0,no,no,no,,low_priority
paper_0116,Methane Steam Reforming Reaction Behaviour in a Packed Bed Membrane Reactor,Chibane,2011,International Journal of Chemical Engineering and Applications,10.7763/ijcea.2011.v2.93,,crossref,unclear,no,no,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,35,53.0,no,no,no,,low_priority
paper_0158,Differences in the Nature of Active Sites for Methane Dry Reforming and Methane Steam Reforming over Nickel Aluminate Catalysts,Jessica L. Rogers,2016,ACS Catalysis,10.1021/acscatal.6b01133,"The Pechini synthesis was used to prepare nickel aluminate catalysts with the compositions NiAl4O7, NiAl2O4, and Ni2Al2O5. The samples have been characterized by N2 physisorption, temperature-programmed reduction (TPR), temperature-programmed oxidation (TPO), X-ray diffraction (XRD), X-ray photoelectron spectroscopy (XPS), transmission electron microscopy (TEM), and X-ray absorption spectroscopy (XAS). Characterization results indicate unique structural properties and excellent regeneration potential of nickel aluminates. Prepared samples were tested when unreduced and reduced prior to reaction for methane dry reforming and methane steam reforming reactivity. NiAl2O4 in the reduced and unreduced state as well as NiAl4O7 in the reduced state are active and stable for methane dry reforming due to the presence of 4-fold coordinated oxidized nickel. The limited amount of metallic nickel in these samples minimizes carbon deposition. On the other hand, the presence of metallic nickel is required for methane steam reforming. Ni2Al2O5 in the reduced and unreduced states and NiAl2O4 in the reduced state are found to be active for methane steam reforming due to the presence of sufficiently small nickel nanoparticles that catalyze the reaction without accumulating carbonaceous deposits.",openalex,yes,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,100,97.0,yes,yes,yes,likely_non_target_or_mixed_system,exclude
paper_0178,Experimental Study on Dry Reforming of Biogas for Syngas Production over Ni-Based Catalysts,Reiyu Chein,2019,ACS Omega,10.1021/acsomega.9b01784,"Syngas production from dry reforming of biogas (DRB) is studied experimentally in this work. Ni/Al<sub>2</sub>O<sub>3</sub>, Pt/Al<sub>2</sub>O<sub>3</sub>, and Pt-Ni/Al<sub>2</sub>O<sub>3</sub> are used as catalysts to examine the effect of CO<sub>2</sub> content in biogas and H<sub>2</sub>O addition on DRB performance for reaction temperatures in the 600-800 °C range. It is found that the bimetallic Pt-Ni catalyst exhibits the best activity and thermal stability among the three types of catalysts studied due to better carbon deposition resistance. Because CO<sub>2</sub> functions as the oxidant in combustion, CH<sub>4</sub> conversion is enhanced when the biogas contains more CO<sub>2</sub>. One hundred percent CO<sub>2</sub> conversion can be reached for biogas containing a less amount of CO<sub>2</sub> at high temperatures. With H<sub>2</sub>O addition in DRB, the steam reforming of methane (SRM) reaction is the dominant reaction, resulting in higher H<sub>2</sub> and CO yields with biogas containing lesser amounts of CO<sub>2</sub>. However, lower CH<sub>4</sub> conversion and negative CO<sub>2</sub> conversion do result. With higher CO<sub>2</sub> content in the biogas, higher CH<sub>4</sub> and CO<sub>2</sub> conversions can be obtained. Lower yields of H<sub>2</sub> and CO are obtained due to less SRM dominance. With H<sub>2</sub>O addition in biogas, the H<sub>2</sub>/CO ratio with a value greater than 1 can be obtained from DRB. It is also found that the H<sub>2</sub>/CO ratio with a value of 2.1 can be obtained for reactant composition with a molar ratio of CH<sub>4</sub>/CO<sub>2</sub>/H<sub>2</sub>O = 1:0.25:1 and reaction temperature of 800 °C.",openalex,yes,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,100,97.0,yes,yes,yes,likely_non_target_or_mixed_system,exclude
paper_0132,Catalytic performance of highly dispersed Ni/TiO2 for dry and steam reforming of methane,V. M. Shinde,2013,RSC Advances,10.1039/c3ra45961f,"The present study reports a sonochemical-assisted synthesis of a highly active and coke resistant Ni/TiO2 catalyst for dry and steam reforming of methane. The catalyst was characterized using XRD, TEM, XPS, BET analyzer and TGA/DTA techniques. The TEM analysis showed that Ni nanoparticles were uniformly dispersed on TiO2 surface with a narrow size distribution. The catalyst prepared via this approach exhibited excellent activity and stability for both the reactions compared to the reference catalyst prepared from the conventional wet impregnation method. For dry reforming, 86% CH4 conversion and 84% CO2 conversion was obtained at 700 °C. Nearly 92% CH4 conversion and 77% CO selectivity was observed under a H2O/CH4 ratio of 1.2 at 700 °C for the steam reforming reaction. In particular, the present catalyst is extremely active and resistant to coke formation for steam reforming at low steam/carbon ratios. There is no significant modification of Ni particles size and no coke deposition, even after a long term reaction, demonstrating its potential applicability as an industrial reformate for hydrogen production. The detailed kinetic studies have been presented for steam reforming and the mechanism involving Langmuir–Hinshelwood kinetics with adsorptive dissociation of CH4 as a rate determining step has been used to correlate the experimental data.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,80,89.0,yes,no,yes,likely_non_target_or_mixed_system,exclude
paper_0117,Optimizing the catalyst distribution for countercurrent methane steam reforming in plate reactors,Zanfir,2011,AIChE Journal,10.1002/aic.12474,"Abstract Microscale autothermal reactors remain one of the most promising technologies for efficient hydrogen generation. The typical reactor design alternates microchannels where reforming and catalytic combustion of methane occur, so that exothermic and endothermic reactions take place in close proximity. The influence of flow arrangement on the autothermal coupling of methane steam reforming and methane catalytic combustion in catalytic plate reactors is investigated. The reactor thermal behavior and performance for cocurrent and countercurrent are simulated and compared. A partial overlapping of the catalyst zones in adjacent exothermic and endothermic channels is shown to avoid both severe temperature excursions and reactor extinction. Using an innovative, optimization‐based approach for determining the catalyst zone overlap, a solution is provided to the problem of determining the maximum reactor conversion within specified temperature bounds, designed to preserve reactor integrity and operational safety. © 2010 American Institute of Chemical Engineers AIChE J, 2011",crossref,unclear,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,likely_non_target_or_mixed_system,exclude
paper_0153,Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures,Hao Tian,2015,ACS Catalysis,10.1021/acscatal.5b01221,"Inexpensive group VIII metal (i.e., Fe, Co, and Ni)-based solid catalysts have been widely used in various energy transformation processes such as Fischer–Tropsch (F–T) synthesis, reforming, and water–gas shift reactions. The emerging encapsulation strategy, which represents active metal species that are coated by a protective shell or matrix, has been demonstrated as a powerful means to promote the catalytic performance (i.e., activity, stability, and selectivity) of Fe-, Co-, and Ni-based catalysts due to synergic effects from the well-defined structures. This review describes recent progress on the design and synthesis of encapsulated group VIII base-metal nanomaterials developed for energy and environmental catalysis including syngas conversion, CO2 dry reforming, steam reforming, methane conversion, and NH3 decomposition. We start with an introduction of the catalysts with different encapsulating structures (e.g., core@shell, yolk@shell, core@tube, mesoporous structures, and lamellar structures). Then, the synthetic methods of Fe-, Co-, and Ni-based catalysts with encapsulated structures are described in detail. The functions of encapsulation structures in catalysis, including protecting metal nanoparticles (NPs) from sintering, promoting the activity due to the confinement effect, and intensifying reaction processes in the form of multifunctional catalysts, are discussed, respectively. Our perspectives regarding the challenges and opportunities for future research in the field are also provided.",openalex,no,yes,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,85,80,83.0,yes,no,yes,likely_non_target_or_mixed_system,exclude
paper_0174,Recent Advances in Supported Metal Catalysts for Syngas Production from Methane,Mohanned Mohamedali,2018,ChemEngineering,10.3390/chemengineering2010009,"Over the past few years, great attention is paid to syngas production processes from different resources especially from abundant sources, such as methane. This review of the literature is intended for syngas production from methane through the dry reforming (DRM) and the steam reforming of methane (SRM). The catalyst development for DRM and SRM represents the key factor to realize a commercial application through the utilization of more efficient catalytic systems. Due to the enormous amount of published literature in this field, the current work is mainly dedicated to the most recent achievements in the metal-oxide catalyst development for DRM and SRM in the past five years. Ni-based supported catalysts are considered the most widely used catalysts for DRM and SRM, which are commercially available; hence, this review has focused on the recent advancements achieved in Ni catalysts with special focus on the various attempts to address the catalyst deactivation challenge in both DRM and SRM applications. Furthermore, other catalytic systems, including Co-based catalysts, noble metals (Pt, Rh, Ru, and Ir), and bimetallic systems have been included in this literature review to understand the observed improvements in the catalytic activities and coke suppression property of these catalysts.",openalex,yes,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,no,likely_non_target_or_mixed_system,exclude
paper_0035,Hydrogen Production from Methane Reforming Reactions over Ni/MgO Catalyst,Wen‐Sheng Dong,2001,,,"The catalyst Ni/MgO (Ni : 15 wt%) has been applied to methane reforming reactions, such as steam reforming of methane (SRM), partial oxidation of methane (POM), and oxy-steam reforming of methane (OSRM). It showed high activity and good stability in all the reforming reactions. Especially, it exhibited stable catalytic performance even in stoichiometric SRM (H2O/CH4 = 1). From TPR and H2 pulse chemisorption results, a strong interaction between NiO and MgO results in a high dispersion of Ni crystallite. Pulse reaction results revealed that both CH4 and O2 are activated on the surface of metallic Ni over the catalyst, and then surface carbon species react with adsorbed oxygen to produce CO.",openalex,no,yes,no,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,55,79.0,yes,no,yes,likely_non_target_or_mixed_system,exclude
paper_0177,Dry and steam reforming of methane. Comparison and analysis of recently investigated catalytic materials. A short review.,Paulina Summa,2019,Polish Journal of Chemical Technology,10.2478/pjct-2019-0017,"Abstract In order to produce valuable syngas, industrial processes of dry reforming of methane and steam reforming of methane must be further developed. This paper is focused on reviewing recently examined catalysts, supporting the mentioned technologies. In both processes the most popular active material choice is usually nickel, due to its good availability. On the other hand, noble metals, such as ruthenium, rhodium or platinum, provide better performance, however the solution is not cost-effective. Materials used as a support influence the catalytic activity. Oxides with basic properties, such as MgO, Al 2 O 3 , CeO 2 , are frequently used as carriers. One of the most promising materials for reforming of methane technologies are hydrotalcites, due to adjustable composition, acid-base properties and possibility of incorporation of various metals and complexes.",openalex,yes,yes,yes,review,steam reforming of methane,2026-04-24,pending_manual_screen,review_kept_separately_for_manual_flagging,95,55,79.0,yes,no,yes,likely_non_target_or_mixed_system,exclude
paper_0189,Photoassisted Selective Steam and Dry Reforming of Methane to Syngas Catalyzed by Rhodium–Vanadium Bimetallic Oxide Cluster Anions at Room Temperature,Yan‐Xia Zhao,2020,Angewandte Chemie International Edition,10.1002/anie.202010026,"Photoassisted steam reforming and dry (CO<sub>2</sub> ) reforming of methane (SRM and DRM) at room temperature with high syngas selectivity have been achieved in the gas-phase catalysis for the first time. The catalysts used are bimetallic rhodium-vanadium oxide cluster anions of Rh<sub>2</sub> VO<sub>1-3</sub> <sup>-</sup> . Both the oxidation of methane and reduction of H<sub>2</sub> O/CO<sub>2</sub> can take place efficiently in the dark while the pivotal step to govern syngas selectivity is photo-excitation of the reaction intermediates Rh<sub>2</sub> VO<sub>2,3</sub> CH<sub>2</sub> <sup>-</sup> to specific electronically excited states that can selectively produce CO and H<sub>2</sub> . Electronic excitation over Rh<sub>2</sub> VO<sub>2,3</sub> CH<sub>2</sub> <sup>-</sup> to control the syngas selectivity is further confirmed from the comparison with the thermal excitation of Rh<sub>2</sub> VO<sub>2,3</sub> CH<sub>2</sub> <sup>-</sup> , which leads to diversity of products. The atomic-level mechanism obtained from the well-controlled cluster reactions provides insight into the process of selective syngas production from the photocatalytic SRM and DRM reactions over supported metal oxide catalysts.",openalex,no,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,100,79.0,no,yes,yes,likely_non_target_or_mixed_system,exclude
paper_0212,Ni-based core-shell structured catalysts for efficient conversion of CH4 to H2: A review,Yu Guan,2024,Carbon Capture Science & Technology,10.1016/j.ccst.2024.100200,"Methane (CH4) serves as a primary constituent of natural gas and a potent greenhouse gas. Catalytic conversion of CH4 into H2 presents a promising avenue for mitigating CO2 emissions from direct CH4 combustion, while also facilitating the transition towards cleaner energy sources. Substantial efforts have been dedicated to enhancing the efficiency of methane conversion and the selectivity for hydrogen in catalyst design. Among these endeavors, core-shell structured Ni-based catalysts have emerged as highly advantageous catalysts for CH4 conversion, with a multitude of benefits including high catalytic activity, coking resistance, and longtime stability. In this review, we provide an overview of Ni-based core-shell catalysts. Furthermore, the synthesis methods of core-shell Ni-based catalysts are explored. We then delve into the myriad advantages these core-shell structured catalysts confer upon methane conversion, specifically emphasizing their remarkable stability and resistance to sintering, and CO2 activation capacity in dry reforming of methane. Moreover, this review comprehensively outlines the versatile applications of Ni-based core-shell structured catalysts in processes such as steam reforming of methane (SRM), dry reforming of methane (DRM), partial oxidation of methane (POM), and catalytic methane decomposition (CMD) for H2 production. Additionally, we delve into the recent advancements in the field of computational chemistry, with a particular focus on density functional theory (DFT) and machine learning (ML). These techniques play pivotal roles in screening Ni-based catalysts and offer insights into the intricate reaction mechanisms underlying methane conversion. Finally, we summarize the key findings of this review and provide forward-looking perspectives. This comprehensive review serves as a valuable reference in the realm of hydrogen production from methane on core-shell structured catalysts, fostering a deeper understanding of this promising area.",openalex,yes,yes,yes,review,SRM catalyst methane,2026-04-24,pending_manual_screen,review_kept_separately_for_manual_flagging,95,55,79.0,yes,no,yes,likely_non_target_or_mixed_system,exclude
paper_0126,Catalytic partial oxidation and steam reforming of methane on La2O3–Al2O3 supported Pt catalysts as observed by X-ray absorption spectroscopy,Kleper de Oliveira Rocha,2012,Applied Catalysis A General,10.1016/j.apcata.2012.04.022,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,likely_non_target_or_mixed_system,exclude
paper_0144,"Semiconductor Photocatalysts for Non-oxidative Coupling, Dry Reforming and Steam Reforming of Methane",Katsuya Shimura,2014,Catalysis Surveys from Asia,10.1007/s10563-014-9165-z,,openalex,yes,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,likely_non_target_or_mixed_system,exclude
paper_0152,"Partial oxidation of methane over Ni0/La2O3 bifunctional catalyst III. Steady state activity of methane total oxidation, dry reforming, steam reforming and partial oxidation. Sequences of elementary steps",Tri Huu Nguyen,2015,Applied Catalysis B: Environmental,10.1016/j.apcatb.2015.09.016,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,65,65.0,no,no,yes,likely_non_target_or_mixed_system,exclude
paper_0170,Behaviour of Rh supported on hydroxyapatite catalysts in partial oxidation and steam reforming of methane: On the role of the speciation of the Rh particles,Zouhair Boukha,2018,Applied Catalysis A General,10.1016/j.apcata.2018.03.002,,openalex,yes,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,likely_non_target_or_mixed_system,exclude
paper_0183,The role of Pt loading on La2O3-Al2O3 support for methane conversion reactions via partial oxidation and steam reforming,Jesuina C.S. Araújo,2019,Fuel,10.1016/j.fuel.2019.115681,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,65,65.0,no,no,yes,likely_non_target_or_mixed_system,exclude
paper_0198,CeO2-Based Heterogeneous Catalysts in Dry Reforming Methane and Steam Reforming Methane: A Short Review,Wan Nabilah Manan,2022,Catalysts,10.3390/catal12050452,Transitioning to lower carbon energy and environment sustainability requires a reduction in greenhouse gases such as carbon dioxide (CO2) and methane (CH4) that contribute to global warming. One of the most actively studied rare earth metal catalysts is cerium oxide (CeO2) which produces remarkable improvements in catalysts in dry reforming methane. This paper reviews the management of CO2 emissions and the recent advent and trends in bimetallic catalyst development utilizing CeO2 in dry reforming methane (DRM) and steam reforming methane (SRM) from 2015 to 2021 as a way to reduce greenhouse gas emissions. This paper focus on the identification of key trends in catalyst preparation using CeO2 and the effectiveness of the catalysts formulated.,crossref;openalex,yes,yes,yes,review,SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,review_kept_separately_for_manual_flagging,75,40,61.0,no,no,no,likely_non_target_or_mixed_system,exclude
paper_0062,CO2 reforming of methane combined with steam reforming or partial oxidation of methane to syngas over NdCoO3 perovskite-type mixed metal-oxide catalyst,Vasant R. Choudhary,2006,Applied Energy,10.1016/j.apenergy.2005.09.008,,crossref;openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,50,59.0,no,no,no,likely_non_target_or_mixed_system,exclude
paper_0100,"Designing Pt nanoparticles supported on CeO2–Al2O3: Synthesis, characterization and catalytic properties in the steam reforming and partial oxidation of methane",P.J.S. Prieto,2010,Journal of Catalysis,10.1016/j.jcat.2010.09.025,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,50,59.0,no,no,no,likely_non_target_or_mixed_system,exclude
paper_0127,Evaluation of the economic and environmental impact of combining dry reforming with steam reforming of methane,Preeti Gangadharan,2012,Process Safety and Environmental Protection,10.1016/j.cherd.2012.04.008,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,50,59.0,no,no,no,likely_non_target_or_mixed_system,exclude
