paper_id,title,first_author,publication_year,journal,doi,abstract_or_summary,source_api,is_open_access,has_abstract,has_fulltext,document_type,retrieval_query,retrieval_date,screening_status,screening_notes,normalized_title,dedup_key_doi,dedup_key_title_year,duplicate_resolution_basis,master_screening_bucket,non_target_flag,journal_impact_factor_year,journal_impact_factor,journal_quartile,journal_metrics_source,journal_metrics_notes,needs_manual_journal_check
paper_0020,Catalytic methane steam reforming: novel results,И. И. Боброва,1995.0,Catalysis Today,10.1016/0920-5861(95)00037-g,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic methane steam reforming novel results,10.1016/0920-5861(95)00037-g,catalytic methane steam reforming novel results::1995.0,,candidate,no,2025,5.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/catalysis-today,no
paper_0021,Internal steam reforming of methane over Ni-based electrode in solid oxide fuel cells,V. D. Belyaev,1995.0,Applied Catalysis A General,10.1016/0926-860x(95)00184-0,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,internal steam reforming of methane over ni based electrode in solid oxide fuel cells,10.1016/0926-860x(95)00184-0,internal steam reforming of methane over ni based electrode in solid oxide fuel cells::1995.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0022,Steam reforming of methane in a membrane reactor,Susanne Lægsgaard Jørgensen,1995.0,Catalysis Today,10.1016/0920-5861(95)00074-p,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane in a membrane reactor,10.1016/0920-5861(95)00074-p,steam reforming of methane in a membrane reactor::1995.0,,candidate,no,2025,5.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/catalysis-today,no
paper_0019,Methane steam reforming in asymmetric Pd- and Pd-Ag/porous SS membrane reactors,Jun Shu,1994.0,Applied Catalysis A General,10.1016/0926-860x(94)85199-9,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming in asymmetric pd and pd ag porous ss membrane reactors,10.1016/0926-860x(94)85199-9,methane steam reforming in asymmetric pd and pd ag porous ss membrane reactors::1994.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0018,Simulation of Properties of a Rectangular Wall Reactor. Steam reforming and combustion of methane.,Fukuhara,1993.0,KAGAKU KOGAKU RONBUNSHU,10.1252/kakoronbunshu.19.295,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,simulation of properties of a rectangular wall reactor steam reforming and combustion of methane,10.1252/kakoronbunshu.19.295,simulation of properties of a rectangular wall reactor steam reforming and combustion of methane::1993.0,,candidate,no,,,,,,yes
paper_0016,A fluidized bed membrane reactor for the steam reforming of methane,Alaa-Eldin M. Adris,1991.0,The Canadian Journal of Chemical Engineering,10.1002/cjce.5450690504,"Abstract In the present investigation a realistic two‐phase model accounting for the change in the total number of moles accompanying the reaction is utilized to explore a novel reactor configuration suggested for the methane steam reforming process. The suggested design is basically a fluidized bed reactor equipped with a bundle of membrane tubes. These tubes remove the main product, hydrogen, from the reacting gas mixture and drive the reaction beyond its thermodynamic equilibrium. The proposed novel design is also equipped with sodium heat pipes which act as a thermal flux transformer to provide the large amount of heat needed by the endothermic reaction through a relatively small heat transfer surface, assuring better reactor compactness. Two options for fluid routing through the membrane tubes are proposed; each is suitable for a certain industrial application. The performance of this novel configuration is compared with that of an industrial fixed bed steam reformer and the comparison shows the potential advantages of the suggested configuration.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,a fluidized bed membrane reactor for the steam reforming of methane,10.1002/cjce.5450690504,a fluidized bed membrane reactor for the steam reforming of methane::1991.0,,candidate,no,,,,,,yes
paper_0017,Solar steam reforming of methane,M. Böhmer,1991.0,Solar Energy Materials,10.1016/0165-1633(91)90081-u,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,solar steam reforming of methane,10.1016/0165-1633(91)90081-u,solar steam reforming of methane::1991.0,,candidate,no,,,,,,yes
paper_0014,Steam reforming of hydrocarbons on noble metal catalysts. (Part 8). Steam reforming of methane on supported ruthenium catalysts.,KIKUCHI,1990.0,Journal of The Japan Petroleum Institute,10.1627/jpi1958.33.152,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of hydrocarbons on noble metal catalysts part 8 steam reforming of methane on supported ruthenium catalysts,10.1627/jpi1958.33.152,steam reforming of hydrocarbons on noble metal catalysts part 8 steam reforming of methane on supported ruthenium catalysts::1990.0,,candidate,no,,,,,,yes
paper_0015,Steam reforming of methane in a hydrogen-permeable membrane reactor,Shigeyuki Uemiya,1990.0,Applied Catalysis,10.1016/s0166-9834(00)84445-0,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane in a hydrogen permeable membrane reactor,10.1016/s0166-9834(00)84445-0,steam reforming of methane in a hydrogen permeable membrane reactor::1990.0,,candidate,no,,,,,,yes
paper_0013,"Methane steam reforming, methanation and water‐gas shift: I. Intrinsic kinetics",Jianguo Xu,1989.0,AIChE Journal,10.1002/aic.690350109,"Abstract Intrinsic rate equations were derived for the steam reforming of methane, accompanied by water‐gas shift on a Ni/MgAl 2 O 4 catalyst. A large number of detailed reaction mechanisms were considered. Thermodynamic analysis helped in reducing the number of possible mechanisms. Twenty one sets of three rate equations were retained and subjected to model discrimination and parameter estimation. The parameter estimates in the best model are statistically significant and thermodynamically consistent.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming methanation and water gas shift i intrinsic kinetics,10.1002/aic.690350109,methane steam reforming methanation and water gas shift i intrinsic kinetics::1989.0,,candidate,no,,,,,,yes
paper_0011,Simulation of steam reformers for methane,M.A. Soliman,1988.0,Chemical Engineering Science,10.1016/0009-2509(88)87044-1,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,simulation of steam reformers for methane,10.1016/0009-2509(88)87044-1,simulation of steam reformers for methane::1988.0,,candidate,no,2025,4.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-science,no
paper_0012,Steam reforming of methane on reduced non-stoichiometric nickel aluminate catalysts,A.S. Al-Ubaid,1988.0,Applied Catalysis,10.1016/s0166-9834(00)80427-3,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane on reduced non stoichiometric nickel aluminate catalysts,10.1016/s0166-9834(00)80427-3,steam reforming of methane on reduced non stoichiometric nickel aluminate catalysts::1988.0,,candidate,no,,,,,,yes
paper_0008,"Activity, FTIR studies and catalyst characterization during methane steam reforming on Ni/Y-zeolite catalysts",Al-Ubaid,1987.0,Applied Catalysis,10.1016/s0166-9834(00)82450-1,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,activity ftir studies and catalyst characterization during methane steam reforming on ni y zeolite catalysts,10.1016/s0166-9834(00)82450-1,activity ftir studies and catalyst characterization during methane steam reforming on ni y zeolite catalysts::1987.0,,candidate,no,,,,,,yes
paper_0009,Catalytic deactivation of methane steam reforming catalysts. 1. Activation,M. Agnelli,1987.0,Industrial & Engineering Chemistry Research,10.1021/ie00068a037,"ADVERTISEMENT RETURN TO ISSUEPREVArticleNEXTCatalytic deactivation of methane steam reforming catalysts. 1. ActivationMiriam E. Agnelli, Esther N. Ponzi, and Mario C. DemicheliCite this: Ind. Eng. Chem. Res. 1987, 26, 8, 1704–1707Publication Date (Print):August 1, 1987Publication History Published online1 May 2002Published inissue 1 August 1987https://pubs.acs.org/doi/10.1021/ie00068a037https://doi.org/10.1021/ie00068a037research-articleACS PublicationsRequest reuse permissionsArticle Views366Altmetric-Citations14LEARN ABOUT THESE METRICSArticle Views are the COUNTER-compliant sum of full text article downloads since November 2008 (both PDF and HTML) across all institutions and individuals. These metrics are regularly updated to reflect usage leading up to the last few days.Citations are the number of other articles citing this article, calculated by Crossref and updated daily. Find more information about Crossref citation counts.The Altmetric Attention Score is a quantitative measure of the attention that a research article has received online. Clicking on the donut icon will load a page at altmetric.com with additional details about the score and the social media presence for the given article. Find more information on the Altmetric Attention Score and how the score is calculated. Share Add toView InAdd Full Text with ReferenceAdd Description ExportRISCitationCitation and abstractCitation and referencesMore Options Share onFacebookTwitterWechatLinked InRedditEmail Other access optionsGet e-Alertsclose Get e-Alerts",openalex,no,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic deactivation of methane steam reforming catalysts 1 activation,10.1021/ie00068a037,catalytic deactivation of methane steam reforming catalysts 1 activation::1987.0,,candidate,no,2025,3.9,,manual_lookup,Official ACS journal about page surfaced via search on 2026-04-27; https://pubs.acs.org/page/iecred/about.html,no
paper_0010,Catalytic deactivation on methane steam reforming catalysts. 2. Kinetic study,M. Agnelli,1987.0,Industrial & Engineering Chemistry Research,10.1021/ie00068a038,"ADVERTISEMENT RETURN TO ISSUEPREVArticleNEXTCatalytic deactivation on methane steam reforming catalysts. 2. Kinetic studyMiriam E. Agnelli, Esther N. Ponzi, and Avedis A. YeramianCite this: Ind. Eng. Chem. Res. 1987, 26, 8, 1707–1713Publication Date (Print):August 1, 1987Publication History Published online1 May 2002Published inissue 1 August 1987https://pubs.acs.org/doi/10.1021/ie00068a038https://doi.org/10.1021/ie00068a038research-articleACS PublicationsRequest reuse permissionsArticle Views451Altmetric-Citations16LEARN ABOUT THESE METRICSArticle Views are the COUNTER-compliant sum of full text article downloads since November 2008 (both PDF and HTML) across all institutions and individuals. These metrics are regularly updated to reflect usage leading up to the last few days.Citations are the number of other articles citing this article, calculated by Crossref and updated daily. Find more information about Crossref citation counts.The Altmetric Attention Score is a quantitative measure of the attention that a research article has received online. Clicking on the donut icon will load a page at altmetric.com with additional details about the score and the social media presence for the given article. Find more information on the Altmetric Attention Score and how the score is calculated. Share Add toView InAdd Full Text with ReferenceAdd Description ExportRISCitationCitation and abstractCitation and referencesMore Options Share onFacebookTwitterWechatLinked InRedditEmail Other access optionsGet e-Alertsclose Get e-Alerts",openalex,no,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic deactivation on methane steam reforming catalysts 2 kinetic study,10.1021/ie00068a038,catalytic deactivation on methane steam reforming catalysts 2 kinetic study::1987.0,,candidate,no,2025,3.9,,manual_lookup,Official ACS journal about page surfaced via search on 2026-04-27; https://pubs.acs.org/page/iecred/about.html,no
